"","Main_Location","Date","Dir","AM_PHV","PM_PHV","ADT","AAWDT","AAWET","Intersection","formatted_address","geometry.location.lat","geometry.location.lng"
"979","W 32nd AVE",2014-04-11,"EB",422,304,NA,4013,NA,"N STUART ST ","W 32nd Ave & Stuart St, Denver, CO 80212, USA","39.762155","-105.043351"
"980","W 32nd AVE",2014-04-11,"EB",372,302,NA,3778,NA,"N QUITMAN ST ","W 32nd Ave, Colorado, USA","39.7620143","-105.1107176"
"981","W 32nd AVE",2014-04-11,"EB",365,312,NA,3916,NA," N OSCEOLA ST","W 32nd Ave & Osceola St, Denver, CO 80212, USA","39.762087","-105.037794"
"982","W 32nd AVE",2014-04-11,"EB",374,272,NA,4064,NA," N JULIAN ST","W 32nd Ave & Julian St, Denver, CO 80211, USA","39.762189","-105.032615"
"983","W 38th AVE",2014-04-25,"EB",1031,825,NA,11356,NA,"STUART ST ","W 38th Ave & Stuart St, Denver, CO 80212, USA","39.7693877","-105.0428543"
"984","W 38th AVE",2014-04-25,"EB",1031,825,NA,11356,NA," TENNYSON ST","W 38th Ave & Tennyson St, Denver, CO 80212, USA","39.769437","-105.044549"
"985","W 38th AVE",2014-04-25,"EB",1055,827,NA,11899,NA," JULIAN ST","W 38th Ave, Colorado, USA","39.7693723","-105.0687696"
"986","W 38th AVE",2015-06-11,"EB",691,698,NA,9074,NA,"ALCOTT ST ","W 38th Ave & Alcott St, Denver, CO 80211, USA","39.769202","-105.017733"
"987","W 38th AVE",2015-06-11,"WB",623,1029,NA,10002,NA,"OSAGE ST ","W 38th Ave & Osage St, Denver, CO 80211, USA","39.769272","-105.005293"
"988","W 38th AVE",2015-06-11,"EB",691,698,NA,9074,NA," ZUNI ST","W 38th Ave & Zuni St, Denver, CO 80211, USA","39.769204","-105.015055"
"989","W 38th AVE",2015-06-11,"WB",623,1029,NA,10002,NA," PECOS ST","1347 W 38th Ave, Denver, CO 80211, USA","39.7694171","-105.0025647"
"990","W 3rd AVE",2014-07-11,"EB",169,204,NA,2278,NA,"ACOMA ST ","W 3rd Ave & Acoma St, Denver, CO 80223, USA","39.7209483","-104.9891852"
"991","W 3rd AVE",2014-07-11,"EB",169,204,NA,2278,NA," N BROADWAY","W 3rd Ave, Colorado, USA","39.7213385","-105.0331039"
"992","W 3RD AVE",2015-09-19,"EB",19,28,NA,266,NA,"JULIAN ","Julian St & W 3rd Ave, Denver, CO 80219, USA","39.7213517","-105.0312552"
"993","W 3RD AVE",2015-09-19,"EB",38,51,NA,454,NA,"KING ST ","W 3rd Ave & King St, Denver, CO 80219, USA","39.7213361","-105.0337135"
"994","W 41st AVE",2014-09-19,"EB",68,49,NA,509,NA,"N LOWELL BLVD","W 41st Ave, Colorado, USA","39.7729473","-105.0578829"
"995","W 44th AVE",2015-03-20,"EB",199,179,NA,2131,NA,"VALLEJO ST ","Vallejo St & W 44th Ave, Denver, CO 80211, USA","39.776563","-105.0134837"
"996","W 44th AVE",2015-03-20,"EB",199,179,NA,2131,NA," WAYANDOT ST","W 44th Ave & Tennyson St, Denver, CO 80212, USA","39.776562","-105.043648"
"997","W 44th AVE",2015-03-20,"EB",183,150,NA,1867,NA," UMATILLA ST","W 44th Ave, Colorado, USA","39.778099","-105.101966"
"998","W 45th AVE",2014-12-05,"EB",12,17,NA,184,NA,"N PERRY ST ","W 45th Ave, Colorado, USA","39.7784208","-105.0625197"
"999","W 45th AVE",2014-12-05,"EB",12,17,NA,184,NA," N OSCEOLA ST","Osceola St, Denver, CO, USA","39.7948244","-105.0381487"
"1000","W 46th AVE",2014-07-04,"EB",171,194,NA,2316,NA,"N JULIAN ST ","W 46th Ave, Colorado, USA","39.7801727","-105.0651073"
"1001","W 48th AVE",2014-10-17,"EB",38,39,NA,488,NA,"N LOWELL BLVD ","3241 N Lowell Blvd, Denver, CO 80211, USA","39.7628241","-105.0349144"
"1002","W 48th AVE",2014-10-17,"EB",38,39,NA,488,NA," N MEADE ST","W 48th Ave, Colorado, USA","39.78328","-105.0802353"
"1003","W 4th AVE",2014-07-11,"EB",47,64,NA,689,NA,"ACOMA ST ","W 4th Ave & Acoma St, Denver, CO 80204, USA","39.722551","-104.9891828"
"1004","W 4th AVE",2014-07-11,"EB",47,64,NA,689,NA," N BROADWAY","W 4th Ave, Colorado, USA","39.7216206","-105.0996459"
"1005","W 5th AVE",2014-07-11,"EB",70,97,NA,861,NA,"ACOMA ST ","W 5th Ave & Acoma St, Denver, CO 80204, USA","39.7241357","-104.9891914"
"1006","W 5th AVE",2014-07-11,"EB",70,97,NA,861,NA," N BROADWAY","Broadway & W 5th Ave, Denver, CO 80204, USA","39.724291","-104.987625"
"1007","W ALAMEDA AVE",2006-10-31,"EB",968,914,NA,NA,NA,"S KALAMATH ST","S Kalamath St & W Alameda Ave, Denver, CO 80223, USA","39.7112464","-104.998418"
"1008","W ARCHER PL",2014-07-11,"EB",46,61,NA,696,NA,"ACOMA ST ","W Archer Pl, Denver, CO, USA","39.7156352","-105.0062874"
"1009","W BAYAUD AVE",2014-07-11,"EB",136,226,NA,2179,NA,"ACOMA ST ","Acoma St, Denver, CO, USA","39.7261058","-104.9888622"
"1010","W BAYAUD AVE",2014-07-11,"EB",136,226,NA,2179,NA," S BROADWAY","S Broadway & W Bayaud Ave, Denver, CO 80223, USA","39.714549","-104.987633"
"1011","W BAYAUD AVE",2014-12-12,"EB",132,190,NA,1770,NA,"S NAVAJO ST ","S Navajo St & W Bayaud Ave, Denver, CO 80223, USA","39.7148236","-105.0038911"
"1012","W BAYAUD AVE",2014-12-12,"EB",132,190,NA,1770,NA," S PLATTE RIVER DR","333 W Bayaud Ave, Denver, CO 80223, USA","39.7151202","-104.9930121"
"1013","W BYERS PL",2014-07-11,"EB",38,50,NA,507,NA," S BROADWAY","W Byers Pl, Colorado, USA","39.7117921","-105.0370613"
"1014","W BYRON PLACE",2009-05-11,"EB",124,196,NA,NA,NA,"W SHERIDAN BLVD","Sheridan Blvd & W 26th Ave, Denver, CO 80212, USA","39.75513","-105.053146"
"1015","W CEDAR AVE",2014-07-11,"EB",42,61,NA,636,NA," S BROADWAY","W Cedar Ave, Colorado, USA","39.7130842","-105.0489066"
"1016","W COLFAX AVE",2014-07-25,"WBLT",21,20,NA,229,NA,"N LIPAN ST","W Colfax Ave & Lipan St, Denver, CO 80204, USA","39.7403055","-105.0012243"
"1017","W COLFAX AVE",2015-03-13,"EB",1521,1095,NA,16669,NA,"N IRVING ST ","W Colfax Ave & Irving St, Denver, CO 80204, USA","39.740419","-105.030594"
"1018","W COLFAX AVE",2015-03-13,"EB",1069,947,NA,13977,NA,"N XAVIER ST ","1552 Xavier St, Denver, CO 80204, USA","39.7411994","-105.0494403"
"1019","W DARTMOUTH AVE",2013-06-26,"EB",181,215,NA,2697,NA,"S ZENOBIA ST ","W Dartmouth Ave & S Zuni St, Englewood, CO 80110, USA","39.660451","-105.015242"
"1020","W DARTMOUTH AVE",2013-06-26,"EB",181,215,NA,2697,NA," S YATES ST","W Dartmouth Ave & S Yates St, Denver, CO 80227, USA","39.656916","-105.04903"
"1021","W DARTMOUTH AVE",2013-06-28,"EB",201,272,NA,3363,NA,"S QUITMAN ST ","S Quitman St & W Dartmouth Ave, Denver, CO 80236, USA","39.6596801","-105.0423119"
"1022","W DARTMOUTH AVE",2013-06-28,"EB",201,272,NA,3363,NA," S RALEIGH ST","W Dartmouth Ave, Colorado, USA","39.6603352","-105.0327911"
"1023","W ELLSWORTH AVE",2014-07-11,"EB",96,136,NA,1507,NA,"ACOMA ST ","W Ellsworth Ave & Acoma St, Denver, CO 80223, USA","39.7165843","-104.9891971"
"1024","W ELLSWORTH AVE",2014-07-11,"EB",96,136,NA,1507,NA," N BROADWAY","W Ellsworth Ave, Colorado, USA","39.716581","-105.0444275"
"1025","W EVANS",2006-02-14,"WB",1318,1473,NA,NA,NA,"S BANNOCK","S Bannock St & W Evans Ave, Denver, CO 80223, USA","39.6784814","-104.9899562"
"1026","W EVANS",2006-02-14,"WB",743,1476,NA,NA,NA,"S FEDERAL BLVD","S Federal Blvd & W Evans Ave, Denver, CO 80219, USA","39.6786328","-105.0250571"
"1027","W FLORIDA  AVE",2009-06-16,"WB",277,690,NA,NA,NA,"S IRVING ST","1436 S Irving St, Denver, CO 80219, USA","39.6906339","-105.0293379"
"1028","W FLORIDA  AVE",2009-06-16,"EB",285,455,NA,NA,NA,"S YATES ST","W Florida Ave, Colorado, USA","39.6895158","-105.0589636"
"1029","W FLORIDA AVE",2013-06-28,"EB",436,330,NA,4764,NA,"S DALE CT ","W Florida Ave & S Dale Ct, Denver, CO 80219, USA","39.6895003","-105.0213222"
"1030","W FLORIDA AVE",2013-06-28,"EB",509,410,NA,6390,NA,"S KNOX CT ","W Florida Ave & S Knox Ct, Denver, CO 80219, USA","39.6894399","-105.0320616"
"1031","W HAMPDEN AVE",2014-12-12,"EB",426,465,NA,4827,NA,"S KENDALL ST ","W Hampden Ave & S Kendall St, Denver, CO 80235, USA","39.6529856","-105.0667009"
"1032","W HAMPDEN AVE",2014-12-12,"EB",538,472,NA,5227,NA,"S FENTON ST ","S Fenton St & W Hampden Ave, Denver, CO 80227, USA","39.6537686","-105.0597901"
"1033","W HAMPDEN AVE",2014-12-12,"EB",426,465,NA,4827,NA," W HAMILTON DR","W Hampden Ave, Colorado, USA","39.6498429","-105.0813402"
"1034","W HAMPDEN AVE",2014-12-12,"EB",494,462,NA,4994,NA," S HARLEN ST","W Mississippi Ave & S Harlan St, Lakewood, CO 80232, USA","39.696663","-105.062268"
"1035","W HIGHLAND PK PL",2015-10-02,"EB",40,35,NA,356,NA,"GROVE ST ","W Highland Park Pl & Grove St, Denver, CO 80211, USA","39.7639798","-105.0275965"
"1036","W HIGHLAND PK PL",2015-10-02,"EB",40,35,NA,356,NA," FEDERAL BLVD","Federal Blvd & W Highland Park Pl, Denver, CO 80211, USA","39.76286","-105.025319"
"1037","W KENTUCKY AVE",2015-05-15,"SB",142,202,NA,2344,NA,"S WOLFF ST ","S Wolff St & W Kentucky Ave, Denver, CO 80219, USA","39.7004267","-105.0486704"
"1038","W KENTUCKY AVE",2015-05-15,"SB",260,301,NA,3628,NA,"S VRAIN ST ","S Vrain St & W Kentucky Ave, Denver, CO 80219, USA","39.7004077","-105.0469642"
"1039","W KENTUCKY AVE",2015-05-15,"SB",142,202,NA,2344,NA," S YATES ST","W Kentucky Ave, Colorado, USA","39.7001126","-105.0681328"
"1040","W KENYON AVE",2015-02-10,"EB",58,42,NA,403,NA,"S KING ST ","S King St & W Kenyon Ave, Sheridan, CO 80236, USA","39.6494062","-105.0333521"
"1041","W KENYON AVE",2015-02-13,"EB",247,216,NA,1920,NA," FORT LOGAN CEM","4400 W Kenyon Ave, Denver, CO 80236, USA","39.6471545","-105.0445879"
"1042","W MAPLE AVE",2014-07-11,"EB",22,33,NA,394,NA," S BROADWAY","W Maple Ave, Denver, CO 80223, USA","39.7139466","-105.003892"
"1043","W MISSISSIPPI AVE",2006-10-31,"EB",1007,1053,NA,NA,NA,"S SANTA FE DRIVE","S Santa Fe Dr & W Mississippi Ave, Denver, CO 80223, USA","39.6967293","-104.9918412"
"1044","W MISSISSIPPI AVE",2014-06-13,"EB",162,133,NA,2072,NA,"S KNOX CT ","W Alameda Ave & S Knox Ct, Denver, CO 80219, USA","39.7110608","-105.0317346"
"1045","W MISSISSIPPI AVE",2014-06-13,"EB",160,131,NA,2047,NA,"S LOWELL","S Lowell Blvd & W Mississippi Ave, Denver, CO 80219, USA","39.6971042","-105.0344409"
"1046","W MISSISSIPPI AVE",2014-06-13,"EB",162,133,NA,2072,NA," S LOWELL BLVD","W Mississippi Ave, Colorado, USA","39.6967106","-105.0651362"
"1047","W QUINCY AVE",2014-04-25,"EB",721,479,NA,6148,NA,"S SHERIDAN BLVD ","S Sheridan Blvd & W Quincy Ave, Denver, CO 80235, USA","39.6397189","-105.0533786"
"1048","W QUINCY AVE",2014-04-25,"EB",721,479,NA,6148,NA," BOW MAR DR","W Quincy Ave, Colorado, USA","39.638751","-105.0740141"
"1049","W STANFORD AVE",2015-07-10,"EB",29,94,NA,798,NA,"S INDEPENDENCE ST ","W Stanford Ave & S Independence St, Denver, CO 80123, USA","39.6347342","-105.1050105"
"1050","W STANFORD AVE",2015-07-10,"EB",30,91,NA,783,NA,"S HOYT ST ","W Stanford Ave & S Hoyt St, Denver, CO 80123, USA","39.634734","-105.10413"
"1051","W STANFORD AVE",2015-07-10,"EB",29,94,NA,798,NA," S HOYT ST","W Stanford Ave, Colorado, USA","39.6373335","-105.074191"
"1052","W WARREN AVE",2014-08-29,"EB",89,137,NA,1399,NA," S FEDERAL BLVD","W Warren Ave, Colorado, USA","39.6777942","-105.0342864"
"1053","W. 10th AVE",2014-01-22,"EB",166,241,NA,2629,NA," UTICA ST","W 10th Ave, Colorado, USA","39.733071","-105.0486722"
"1054","W. 17th AVE",2012-07-30,"EB",344,330,NA,4160,NA,"N. TENNYSON ST","5053 W 17th Ave, Denver, CO 80204, USA","39.7447937","-105.0520078"
"1055","W. 17th AVE",2013-04-30,"EB",453,313,NA,4058,NA,"TENNYSON ST ","Tennyson St & W 17th Ave, Denver, CO 80212, USA","39.7439835","-105.0440206"
"1056","W. 17th AVE",2013-04-30,"EB",456,331,NA,4334,NA," WINONIA ST","Federal Blvd & W 17th Ave, Denver, CO 80204, USA","39.7442584","-105.0250715"
"1057","W. 19th AVE.",2012-11-26,"EB",109,49,NA,483,NA,"JULIAN ST ","Julian St & W 19th Ave, Denver, CO 80204, USA","39.7463747","-105.0315133"
"1058","W. 19th AVE.",2012-11-26,"EB",109,49,NA,483,NA," N. IRVING ST.","W 19th Ave, Colorado, USA","39.7463914","-105.06137"
"1059","W. 26th AVE",2014-04-25,"EB",471,285,NA,3855,2860,"JAVA CT ","Java Ct & W 26th Ave, Denver, CO 80211, USA","39.7548399","-105.0310991"
"1060","W. 26th AVE",2014-04-25,"EB",477,346,NA,4385,3342,"STUART ST ","W 26th Ave & Stuart St, Denver, CO 80212, USA","39.754868","-105.0428269"
"1061","W. 29th AVE.",2014-04-25,"EB",584,279,NA,4217,3132,"JAVA CT ","Java Ct & W 29th Ave, Denver, CO 80211, USA","39.7584974","-105.0310933"
"1062","W. 29th AVE.",2014-04-25,"EB",532,260,NA,3909,3469,"STUART ST ","W 29th Ave & Stuart St, Denver, CO 80212, USA","39.7584965","-105.0428269"
"1063","W. 30th AVE",2014-04-25,"EB",10,22,NA,199,NA,"IRVING ST ","Irving St & W 30th Ave, Denver, CO 80211, USA","39.7603124","-105.0299399"
"1064","W. 30th AVE",2014-04-25,"EB",14,13,NA,155,136,"STUART ST ","Stuart St & W 30th Ave, Denver, CO 80212, USA","39.7603168","-105.0428259"
"1065","W. 40th AVE",2013-09-05,"EB",18,24,NA,261,NA,"N MARIPOSA ST ","W 40th Ave, Colorado, USA","39.7720231","-105.0626559"
"1066","W. 48th AVE.",2012-11-26,"EB",118,157,NA,1706,NA,"GRAY ST. ","200 W 48th Ave, Denver, CO 80216, USA","39.783143","-104.990916"
"1067","W. ARKANSAS AVE.",2011-03-19,"EB",19,35,NA,278,NA,"S. PATTON CT.","S Patton Ct & W Arkansas Ave, Denver, CO 80219, USA","39.6912953","-105.0390596"
"1068","W. DARTMOUTH AVE.",2011-03-01,"SB",355,336,NA,NA,NA,"HARLAN ST. ","S Harlan St & W Dartmouth Ave, Denver, CO 80227, USA","39.6576455","-105.0633185"
"1069","W. DARTMOUTH AVE.",2012-08-20,"EB",232,344,NA,4088,NA,"S. STUART ST. ","S Stuart St & W Dartmouth Ave, Denver, CO 80236, USA","39.6588494","-105.0443684"
"1070","W. DARTMOUTH AVE.",2012-08-20,"EB",229,270,NA,3288,NA,"S. RALEIGH ST. ","S Raleigh St & W Dartmouth Ave, Denver, CO 80236, USA","39.6592358","-105.0433863"
"1071","W. DARTMOUTH AVE.",2012-08-20,"EB",319,399,NA,5232,NA,"S. ZENOBIA ST. ","S Zenobia St & W Dartmouth Ave, Denver, CO 80236, USA","39.6567363","-105.0496709"
"1072","W. FLORIDA AVE.",2011-02-21,"EB",305,398,NA,NA,NA,"S. XAVIER ","W Florida Ave & S Xavier St, Denver, CO 80219, USA","39.6895351","-105.0500369"
"1073","W. FLORIDA AVE.",2011-02-21,"EB",552,440,NA,NA,NA,"S. IRVING ST.","W Florida Ave & S Irving St, Denver, CO 80219, USA","39.6894597","-105.0297146"
"1074","W. HAMPDEN AVE.",2012-04-17,"EB",445,444,NA,5076,NA,"S. IVAN CT. ","W Hampden Ave & S Ivan Ct, Denver, CO 80227, USA","39.653467","-105.0638954"
"1075","W. JEWELL",2011-02-21,"EB",414,385,NA,NA,NA,"S. ZENOBIA ST.","S Zenobia St & W Jewell Ave, Denver, CO 80219, USA","39.6822835","-105.052125"
"1076","W. JEWELL",2012-02-17,"NON DIR",255,384,NA,NA,NA,"S. TEJON ST. ","W Jewell Ave & S Tejon St, Denver, CO 80223, USA","39.6822941","-105.0110338"
"1077","W. JEWELL",2012-02-17,"NON DIR",255,384,NA,NA,NA," S. VALLEJO ST.","W Jewell Ave, Colorado, USA","39.6822269","-105.0740686"
"1078","W. LEHIGH AVE.",2013-03-04,"EB",24,25,NA,295,NA,"S. FENTON ST. ","S Fenton St & W Lehigh Ave, Denver, CO 80235, USA","39.6479992","-105.0597513"
"1079","W. LEHIGH AVE.",2013-03-04,"EB",24,25,NA,295,NA," S. FENTON WAY","S Fenton Way, Denver, CO 80235, USA","39.6486468","-105.0593054"
"1080","WALNUT",2010-06-17,"EB",200,390,NA,NA,NA,"33rd","Walnut St & 33rd St, Denver, CO 80205, USA","39.7657696","-104.9777738"
"1081","WALNUT ST.",2012-05-13,"EB",345,371,NA,4994,NA,"26th AVE.","Walnut St & 26th St, Denver, CO 80205, USA","39.7592249","-104.9862114"
"1082","WASHINGTON",2008-08-05,"EBLT",106,191,NA,NA,NA,"45TH","E 45th Ave & Washington St, Denver, CO 80216, USA","39.7783304","-104.9793465"
"1083","WASHINGTON",2008-10-14,"NB",432,520,NA,NA,NA,"51ST ST","Washington St & E 51st Ave, Denver, CO 80216, USA","39.7892304","-104.9782934"
"1084","WASHINGTON",2008-10-14,"NB",515,834,NA,NA,NA,"RINGSBY","Washington St & Ringsby Ct, Denver, CO 80216, USA","39.7758521","-104.9786864"
"1085","WASHINGTON ST",2006-03-07,"SB",287,662,NA,NA,NA,"7TH","E 7th Ave & N Washington St, Denver, CO 80203, USA","39.727258","-104.9787767"
"1086","WASHINGTON ST",2009-09-16,"SB",254,592,NA,NA,NA,"1ST AVE","E 1st Ave & N Washington St, Denver, CO 80203, USA","39.7183191","-104.9791358"
"1087","WASHINGTON ST",2009-09-16,"SB",224,446,NA,NA,NA,"ALAMEDA  AVE","Washington St & 58th Ave, North Washington, CO 80216, USA","39.800984","-104.978198"
"1088","WASHINGTON ST",2009-09-16,"SB",228,430,NA,NA,NA,"EXPOSITION AVE","E Exposition Ave, Denver, CO, USA","39.7038391","-104.9455306"
"1089","WASHINGTON ST",2010-06-07,"SB",173,506,NA,NA,NA,"NO BAYAUD","809 S Washington St, Denver, CO 80209, USA","39.701776","-104.9795819"
"1090","WASHINGTON ST",2010-06-07,"SB",116,279,NA,NA,NA,"NO KENTUCKY","S Washington St & E Kentucky Ave, Denver, CO 80209, USA","39.7002943","-104.9792495"
"1091","WEST 5thAVE",2011-09-20,"EB",151,65,NA,805,NA,"QUITMAM ST ","W 5th Ave, Colorado, USA","39.7239718","-105.0462736"
"1092","WEST 5thAVE",2011-09-20,"EB",143,87,NA,1087,NA,"WOLFF ST ","Wolff St & W 5th Ave, Denver, CO 80204, USA","39.7240007","-105.0486135"
"1093","WEST 5thAVE",2011-09-20,"EB",151,65,NA,805,NA," RALEIGH ST","Raleigh St, Denver, CO, USA","39.7938733","-105.0416296"
"1094","WILLIAMS",2010-05-11,"NB",40,68,NA,640,NA,"8TH AVE","N Williams St & 8th Ave, Denver, CO 80218, USA","39.7290997","-104.9658813"
"1095","WORCHESTER ST",2009-10-27,"NB",19,36,NA,NA,NA,"E ANDREWS DR","15460 E Andrews Dr, Denver, CO 80239, USA","39.7742974","-104.8082995"
"1096","YALE AVE",2009-07-08,"EB/WB",960,1429,NA,NA,NA,"MAGNOLIA ST","S Magnolia St & E Yale Ave, Denver, CO 80224, USA","39.6676209","-104.9109348"
"1097","YALE AVE",2010-05-11,"EB",382,479,NA,NA,NA,"FILLMORE ST.","S Fillmore St & E Yale Ave, Denver, CO 80210, USA","39.667581","-104.9532946"
"1098","YALE AVE",2010-10-26,"WB",380,371,NA,NA,NA,"SOUTH MONACO Ln1","Yale Ave & S Monaco Pkwy, Denver, CO 80222, USA","39.667696","-104.913584"
"1099","YALE AVE",2010-11-03,"EB",220,534,NA,NA,NA,"ULSTER ST","S Ulster St & E Yale Ave, Colorado 80231, USA","39.6676229","-104.8961459"
"1100","YALE AVE",2011-10-11,"EB",803,1204,NA,12123,NA,"I-25","5121 E Yale Ave, Denver, CO 80222, USA","39.667505","-104.9287511"
"1101","YORK ST",2010-05-11,"NB",298,580,NA,NA,NA,"NO 26th Ave","York St & E 26th Ave, Denver, CO 80205, USA","39.7544697","-104.9597538"
"1102","YORK ST",2010-05-11,"NB",355,666,NA,NA,NA,"NO 23rd AVE","York St & E 23rd Ave, Denver, CO 80205, USA","39.7506793","-104.9597456"
"1103","YORK ST",2010-05-11,"NB",316,370,NA,NA,NA,"NO 18th AVE","E 18th Ave & York St, Denver, CO 80206, USA","39.7447829","-104.9598014"
"1104","YOSEMITE ST",2010-10-16,"NB",290,397,NA,NA,NA,"COLFAX AVE","Yosemite St & E Colfax Ave, Denver, CO 80220, USA","39.7401033","-104.8846475"
"1105","YOSEMITE ST",2010-10-23,"SB",226,472,NA,NA,NA,"1ST AVE","Colfax Ave & Yosemite St, Denver, CO 80220, USA","39.74026","-104.884985"
"1106","ZUNI",2008-09-23,"NB",139,211,NA,NA,NA,"COLORADO  ST","2355 W 29th Ave, Denver, CO 80211, USA","39.7586602","-105.0153262"
